# Copyright (c) 2016 CJKVI Database
UTC-02267	⿰钅壘
UTC-02268	⿰钅羸
UTC-02269	⿰革𠃓
UTC-02270	⿰革𠬤
UTC-02271	⿰革毕
UTC-02272	⿰革卖
UTC-02273	⿰革贵
UTC-02274	⿰革娄
UTC-02275	⿰革阑
UTC-02276	⿰出页
UTC-02277	⿰尧页
UTC-02278	⿰岁页
UTC-02279	⿰并页
UTC-02280	⿰甫页
UTC-02281	⿰佥页
UTC-02282	⿰𢌳页
UTC-02283	⿰隹页
UTC-02284	⿰卑页
UTC-02285	⿰函页
UTC-02286	⿰思页
UTC-02287	⿰骨页
UTC-02288	⿰冓页
UTC-02289	⿰恖页
UTC-02290	⿰旃页
UTC-02291	⿰宾页
UTC-02292	⿰票页
UTC-02293	⿰⿱𣦵贝⿱又韭
UTC-02294	⿰骨尧
UTC-02295	⿱几鬼
UTC-02296	⿺鬼尧
UTC-02297	⿰饣乞
UTC-02298	⿰饣区
UTC-02299	⿰饣卞
UTC-02300	⿰饣央
UTC-02301	⿰饣半
UTC-02302	⿰饣至
UTC-02303	⿰饣岂
UTC-02304	⿰饣奔
UTC-02305	⿰饣⿱人亥
UTC-02306	⿰饣咅
UTC-02307	⿰饣炎
UTC-02308	⿰饣建
UTC-02309	⿰饣贲
UTC-02310	⿰饣修
UTC-02311	⿰饣俞
UTC-02312	⿰饣叜
UTC-02313	⿰饣彖
UTC-02314	⿰饣喜
UTC-02315	⿰饣蒙
UTC-02317	⿰饣赞
UTC-02318	⿺风彡
UTC-02319	⿺风牙
UTC-02320	⿺风幼
UTC-02321	⿺风列
UTC-02322	⿺风刘
UTC-02323	⿺风劦
UTC-02324	⿺风委
UTC-02325	⿱风⿰风风
UTC-02326	⿺风俞
UTC-02327	⿰習风
UTC-02329	⿰音员
UTC-02330	⿰韦未
UTC-02331	⿰韦必
UTC-02332	⿰韦合
UTC-02333	⿱龹韦
UTC-02334	⿰韦军
UTC-02335	⿰韦肖
UTC-02336	⿰韦枼
UTC-02337	⿰韦蒦
UTC-02338	⿰韦蜀
UTC-02341	⿱髟贵
UTC-02342	⿱髟费
UTC-02343	⿱髟𬜯
UTC-02344	⿱髟监
UTC-02345	⿱髟赞
UTC-02346	⿱马廾
UTC-02347	⿰马乇
UTC-02348	⿰马及
UTC-02349	⿰马广
UTC-02350	⿰马巨
UTC-02351	⿱马中
UTC-02352	⿰𠤏马
UTC-02353	⿰马犮
UTC-02354	⿰马㐱
UTC-02355	⿰马戎
UTC-02356	⿱执马
UTC-02357	⿰马耳
UTC-02358	⿰马戍
UTC-02359	⿰马伏
UTC-02360	⿰马兆
UTC-02361	⿰马孛
UTC-02362	⿰马束
UTC-02363	⿰马来
UTC-02364	⿰马肙
UTC-02365	⿰马我
UTC-02366	⿰马闲
UTC-02367	⿰马兑
UTC-02368	⿰马舍
UTC-02369	⿰马单
UTC-02370	⿰马要
UTC-02371	⿰扁马
UTC-02372	⿰马叚
UTC-02373	⿰马柔
UTC-02374	⿰𠦝⿱人马
UTC-02375	⿰马乘
UTC-02376	⿰马舀
UTC-02377	⿰马宾
UTC-02378	⿰马冡
UTC-02379	⿰马務
UTC-02380	⿰马黄
UTC-02381	⿰马虚
UTC-02382	⿰马習
UTC-02383	⿰马覃
UTC-02384	⿰马矞
UTC-02385	⿰马燕
UTC-02386	⿰鬲⿱𠂉𠃓
UTC-02387	⿰鬲刍
UTC-02388	⿰麦乞
UTC-02389	⿰麦广
UTC-02390	⿰麦主
UTC-02391	⿰麦乔
UTC-02392	⿰麦娄
UTC-02393	⿰麦酋
UTC-02394	⿰麦黄
UTC-02395	⿰麦啇
UTC-02396	⿰卤褱
UTC-02397	⿰鸟乙
UTC-02398	⿰刀鸟
UTC-02399	⿰干鸟
UTC-02400	⿰鸟干
UTC-02401	⿰鸟义
UTC-02402	⿰王鸟
UTC-02403	⿰夫鸟
UTC-02404	⿰专鸟
UTC-02405	⿰贝鸟
UTC-02406	⿰分鸟
UTC-02407	⿰月鸟
UTC-02408	⿸户鸟
UTC-02409	⿰艾鸟
UTC-02410	⿰鸟可
UTC-02411	⿰丕鸟
UTC-02412	⿰旦鸟
UTC-02413	⿰且鸟
UTC-02414	⿰鸟只
UTC-02415	⿰失鸟
UTC-02416	⿰矢鸟
UTC-02417	⿰付鸟
UTC-02418	⿰𠬤鸟
UTC-02419	⿰𢀖鸟
UTC-02420	⿰弁鸟
UTC-02421	⿰幼鸟
UTC-02422	⿰鸟戎
UTC-02423	⿰圭鸟
UTC-02424	⿰吉鸟
UTC-02425	⿰老鸟
UTC-02426	⿹𢦏鸟
UTC-02427	⿰亚鸟
UTC-02428	⿰夷鸟
UTC-02429	⿰朱鸟
UTC-02430	⿰乔鸟
UTC-02431	⿰危鸟
UTC-02432	⿰各鸟
UTC-02433	⿰羊鸟
UTC-02434	⿱兴鸟
UTC-02435	⿰军鸟
UTC-02436	⿰牟鸟
UTC-02437	⿰买鸟
UTC-02438	⿱杨鸟
UTC-02439	⿰来鸟
UTC-02440	⿰旱鸟
UTC-02441	⿰皀鸟
UTC-02442	⿰役鸟
UTC-02443	⿰鸟余
UTC-02444	⿰希鸟
UTC-02445	⿰孚鸟
UTC-02446	⿰妥鸟
UTC-02447	⿰即鸟
UTC-02448	⿰忌鸟
UTC-02449	⿰夋鸟
UTC-02450	⿰鸟夋
UTC-02451	⿰坴鸟
UTC-02452	⿰奇鸟
UTC-02453	⿰明鸟
UTC-02454	⿱𥝢鸟
UTC-02455	⿰鸟兒
UTC-02456	⿰鸟隹
UTC-02457	⿰兔鸟
UTC-02458	⿰匊鸟
UTC-02459	⿰学鸟
UTC-02460	⿰空鸟
UTC-02461	⿰肩鸟
UTC-02462	⿰居鸟
UTC-02463	⿰叕鸟
UTC-02464	⿰甾鸟
UTC-02465	⿰畐鸟
UTC-02466	⿰皆鸟
UTC-02467	⿰盾鸟
UTC-02468	⿰爰鸟
UTC-02469	⿱脉鸟
UTC-02470	⿰帝鸟
UTC-02471	⿰突鸟
UTC-02472	⿰柔鸟
UTC-02473	⿰彖鸟
UTC-02474	⿱振鸟
UTC-02475	⿰荼鸟
UTC-02476	⿰真鸟
UTC-02477	⿰隼鸟
UTC-02478	⿱鸟⿰鸟鸟
UTC-02479	⿰唐鸟
UTC-02480	⿰涑鸟
UTC-02481	⿰害鸟
UTC-02482	⿱唯鸟
UTC-02483	⿰笠鸟
UTC-02484	⿰酓鸟
UTC-02485	⿰庸鸟
UTC-02486	⿰商鸟
UTC-02487	⿰鸟渠
UTC-02488	⿰屠鸟
UTC-02489	⿰壹鸟
UTC-02490	⿸厥鸟
UTC-02491	⿰零鸟
UTC-02492	⿰虞鸟
UTC-02493	⿰蜀鸟
UTC-02494	⿱與鸟
UTC-02495	⿱敫鸟
UTC-02496	⿰意鸟
UTC-02497	⿰翟鸟
UTC-02498	⿰暴鸟
UTC-02499	⿰畾鸟
UTC-02500	⿱燕鸟
UTC-02501	⿰龠鸟
UTC-02502	⿰鱼乚
UTC-02503	⿰鱼乇
UTC-02504	⿰鱼元
UTC-02505	⿰鱼巿
UTC-02506	⿰鱼比
UTC-02507	⿰鱼互
UTC-02508	⿰鱼内
UTC-02509	⿰鱼攵
UTC-02510	⿰鱼反
UTC-02511	⿰鱼仑
UTC-02512	⿰鱼亢
UTC-02513	⿰鱼冘
UTC-02514	⿰鱼末
UTC-02515	⿰鱼未
UTC-02516	⿰鱼去
UTC-02517	⿰鱼丕
UTC-02518	⿰鱼旦
UTC-02519	⿰鱼甲
UTC-02520	⿰鱼囚
UTC-02521	⿰鱼生
UTC-02522	⿰鱼玄
UTC-02523	⿰鱼发
UTC-02524	⿰鱼幼
UTC-02525	⿰鱼亘
UTC-02526	⿰鱼夸
UTC-02527	⿰鱼夷
UTC-02528	⿰鱼尗
UTC-02529	⿰鱼乔
UTC-02530	⿰鱼延
UTC-02531	⿰鱼各
UTC-02532	⿱如鱼
UTC-02533	⿰鱼𦣞
UTC-02534	⿰鱼来
UTC-02535	⿰鱼肖
UTC-02536	⿰鱼邑
UTC-02537	⿰鱼孚
UTC-02538	⿰鱼夋
UTC-02539	⿰鱼纳
UTC-02540	⿰鱼责
UTC-02541	⿰鱼坴
UTC-02542	⿰鱼昔
UTC-02543	⿰鱼黾
UTC-02544	⿱制鱼
UTC-02545	⿰鱼季
UTC-02546	⿰鱼臽
UTC-02547	⿰鱼咎
UTC-02548	⿰鱼匊
UTC-02549	⿰鱼宗
UTC-02550	⿰鱼肃
UTC-02551	⿰鱼居
UTC-02552	⿰鱼禺
UTC-02553	⿰鱼胃
UTC-02554	⿰鱼侯
UTC-02555	⿰鱼㚇
UTC-02556	⿰鱼娄
UTC-02557	⿰鱼恆
UTC-02558	⿰鱼逐
UTC-02559	⿰鱼虔
UTC-02560	⿰鱼留
UTC-02561	⿰鱼高
UTC-02562	⿰鱼羞
UTC-02563	⿰鱼弱
UTC-02564	⿰鱼桑
UTC-02565	⿰鱼專
UTC-02566	⿰鱼斯
UTC-02567	⿰鱼覃
UTC-02568	⿰鱼朁
UTC-02569	⿰鱼番
UTC-02570	⿰鱼赖
UTC-02571	⿰鱼蔑
UTC-02572	⿰鱼需
UTC-02573	⿰鱼嘗
UTC-02574	⿰鱼瞢
UTC-02575	⿰鱼噩
UTC-02576	⿸麻贲
UTC-02577	⿰黑卢
UTC-02578	⿱鼓长
UTC-02579	⿱圥黾
UTC-02580	⿱去黾
UTC-02581	⿱央黾
UTC-02582	⿰句黾
UTC-02583	⿰圭黾
UTC-02584	⿱知黾
UTC-02585	⿱兒黾
UTC-02586	⿰冥黾
UTC-02587	⿸麻黾
UTC-02588	⿱敝黾
UTC-02589	⿱辟黾
UTC-02590	⿰鼠军
UTC-02591	⿰鼻农
UTC-02593	⿵齐火
UTC-02594	⿱齐皿
UTC-02595	⿵齐衣
UTC-02596	⿰齿只
UTC-02597	⿰齿乍
UTC-02598	⿰齿刍
UTC-02599	⿰齿台
UTC-02600	⿰齿尧
UTC-02601	⿰齿曳
UTC-02602	⿱龹齿
UTC-02603	⿰齿军
UTC-02604	⿰齿来
UTC-02605	⿰齿佥
UTC-02606	⿰齿取
UTC-02607	⿰齿厓
UTC-02608	⿱制齿
UTC-02609	⿰齿禺
UTC-02610	⿰齿差
UTC-02611	⿰齿真
UTC-02612	⿰齿益
UTC-02613	⿱龙廾
UTC-02614	⿰冄龟
UTC-02615	⿱敝龟
UTC-02616	⿸厂叔
UTC-02617	⿰丐阝
UTC-02618	⿰甸阝
UTC-02619	⿰完阝
UTC-02620	⿰京阝
UTC-02621	⿰土见
UTC-02622	⿰土夹
UTC-02623	⿰土华
UTC-02624	⿰土𫥎
UTC-02625	⿱将土
UTC-02626	⿰土𬜯
UTC-02627	⿰土匮
UTC-02628	⿰土賣
UTC-02629/USAT90299	⿱艹斗
UTC-02630	⿱艹颓
UTC-02631	⿱芠韭
UTC-02633	⿰扌𭆞
UTC-02634	⿰扌舜
UTC-02636	⿰口敝
UTC-02637	⿰口笪
UTC-02638	⿱山欧
UTC-02639	⿱拜山
UTC-02640	⿱山歐
UTC-02641	⿱執巾
UTC-02642	⿰氵荐
UTC-02643	⿰女毕
UTC-02644	⿰女贞
UTC-02645	⿱斩女
UTC-02646/GHZR21218.06	⿰王鲁
UTC-02648	⿰日殳
UTC-02649	⿰月刍
UTC-02652/USAT07218	⿰火色
UTC-02653	⿰火坚
UTC-02654	⿰礻余
UTC-02655	⿱告心
UTC-02657	⿰石亟
UTC-02658/KC-02862	⿰目眷
UTC-02659/GHZR52762.06	⿰生柬
UTC-02660	⿱折白
UTC-02661	⿸疒丹
UTC-02662	⿸疒间
UTC-02663	⿸疒哥
UTC-02664	⿸疒积
UTC-02665	⿰耳尤
UTC-02666	⿰虫疋
UTC-02667	⿰米团
UTC-02668	⿰纟户
UTC-02669	⿰車乙
UTC-02670	⿰车乙
UTC-02671	⿰車加
UTC-02672	⿰召见
UTC-02673	⿰君见
UTC-02674	⿱执足
UTC-02675	⿱不言
UTC-02676	⿰讠我
UTC-02677	⿱雨賜
UTC-02678	⿰钅厄
UTC-02679	⿰钅半
UTC-02680	⿰钅吉
UTC-02681	⿰钅汞
UTC-02682	⿰钅非
UTC-02683	⿰钅界
UTC-02684	⿰钅耑
UTC-02685	⿰钅冓
UTC-02686	⿰钅盍
UTC-02687	⿰钅唐
UTC-02688	⿰钅鹿
UTC-02689	⿰钅鼎
UTC-02690	⿰革迁
UTC-02691	⿺风台
UTC-02692	⿰马马
UTC-02693	⿰麦曲
UTC-02694	⿱卤土
UTC-02695	⿰魚林
UTC-02696	⿰鱼恒
UTC-02697	⿰齿句
UTC-02698	⿱龙马
UTC-02699	⿰龙龙
UTC-02700	⿰龠龟
UTC-02701	⿺龟勾
UTC-02702	⿱龟灬
UTC-02703	⿰冬龟
UTC-02704	⿱𠗒土
UTC-02705	⿰土匚
UTC-02706	⿰土責
UTC-02707	⿰土畬
UTC-02708	⿰石臼
UTC-02709	⿰石圈
UTC-02710	⿰米荅
UTC-02711	⿰金卢
UTC-02712	⿰讠少
UTC-02713	⿰钅甚
UTC-02714	⿰讠犀
UTC-02715	⿰⿰亻丨⿱夂鱼
UTC-02716	⿰寿鬼
UTC-02717	⿰讠悤
UTC-02718	⿰钅崔
UTC-02719	⿰钅大
UTC-02720	⿰讠豆
UTC-02721	⿰各页
UTC-02722	⿱山⿰各页
UTC-02723	⿰钅付
UTC-02724	⿰亻负
UTC-02725	⿰钅危
UTC-02726	⿰钅页
UTC-02727	⿰钅訇
UTC-02728	⿰月无
UTC-02729	⿰犭军
UTC-02730	⿰讠桀
UTC-02731	⿰讠其
UTC-02732	⿰氵节
UTC-02733	⿰木⿱共车
UTC-02734	⿰讠敻
UTC-02735	⿰讠𢀖
UTC-02736	⿰钅夸
UTC-02737	⿸厂佥
UTC-02738	⿰革𬞕
UTC-02739	⿰讠兒
UTC-02740	⿰钅丕
UTC-02741	⿰钅任
UTC-02742	⿰讠歰
UTC-02743	⿰钅施
UTC-02744	⿰亻赐
UTC-02745	⿰讠沓
UTC-02746	⿰钅沓
UTC-02747	⿰讠舀
UTC-02748	⿰钅奠
UTC-02749	⿰讠奚
UTC-02750	⿰钅需
UTC-02751	⿰讠术
UTC-02752	⿺支寻
UTC-02753	⿸厌手
UTC-02754	⿸厌心
UTC-02755	⿸厌木
UTC-02756	⿰讠世
UTC-02757	⿰钅引
UTC-02758	⿰讠尤
UTC-02759	⿰讠雩
UTC-02760	⿰亻卖
UTC-02761	⿰钅谷
UTC-02762	⿰钅属
UTC-02763	⿰讠垂
UTC-02764	⿱一𠄌
UTC-02765	⿰丿⺄
UTC-02766	⿳一丷一
UTC-02767	⿵门丨
UTC-02768	⿱二门
UTC-02769/G_Z4941101	⿰口二
UTC-02770	⿱丷土
UTC-02771	⿰飠于
UTC-02772	⿰飠亏
UTC-02773	⿸广马
UTC-02774	⿰韦及
UTC-02775	⿰饣不
UTC-02777	⿰了鸟
UTC-02778	⿰糹勾
UTC-02779	⿱不长
UTC-02780	⿰扌节
UTC-02783	⿰廷刂
UTC-02784	⿱牛心
UTC-02785	⿰亻爺
UTC-02786	⿰白𠃓
UTC-02787	⿳⿱夕一𠂊巾
UTC-02788	⿰曹力
UTC-02789	⿰扌压
UTC-02790	⿰扌負
UTC-02791	⿺見句
UTC-02792	⿰乇页
UTC-02793	⿱竹大
UTC-02794	⿰月尕
UTC-02795	⿸疒冈
UTC-02796	⿰米马
UTC-02797	⿰米馬
UTC-02798	⿰讠别
UTC-02799	⿰讠夋
UTC-02800	⿱艹初
UTC-02801	⿳艹大车
UTC-02802	⿱大龟
UTC-02803	⿰口孭
UTC-02804	⿰气页
UTC-02805	⿰亻亟
UTC-02806	⿰冫参
UTC-02807	⿰米专
UTC-02808/G_Z1772305	⿰言卷
UTC-02809	⿸尸坔
UTC-02810	⿰口参
UTC-02811	⿰身反
UTC-02812	⿰飠其
UTC-02813	⿰各皮
UTC-02814	⿺风豕
UTC-02815	⿰讠荂
UTC-02816	⿰女责
UTC-02817	⿰皮达
UTC-02818	⿰纟苗
UTC-02819	⿰麦末
UTC-02820/GHZR84903.24	⿰麦穴
UTC-02821	⿱幵朿
UTC-02822	⿰扌篤
UTC-02823	⿰扌⿱冖免
UTC-02824	⿰⿱𣦵贝攴
UTC-02825	⿰虎乌
UTC-02826	⿱串皿
UTC-02827	⿰钅吞
UTC-02828	⿰钅囱
UTC-02831	⿱备灬
UTC-02832	⿰米页
UTC-02833	⿰米产
UTC-02834	⿰米産
UTC-02835	⿰木络
UTC-02836	⿰木絡
UTC-02837	⿰扌頓
UTC-02838	⿰扌料
UTC-02839	⿰车㚇
UTC-02840	⿰𧾷产
UTC-02841	⿰乍舍
UTC-02842	⿰钅𦐇
UTC-02844	⿰火阁
UTC-02845	⿰火閣
UTC-02846	⿰米劳
UTC-02848	⿱队韭
UTC-02850	⿰酉劳
UTC-02852	⿰钅星
UTC-02853	⿰复鸟
UTC-02854	⿰饣象
UTC-02855	⿰月𬜯
UTC-02858	⿰⿸户米页
UTC-02859	⿰𠁁见
UTC-02860	⿰皮骨
UTC-02861/G_Z4111103	⿰木畧
UTC-02862	⿰口價
UTC-02863	⿰口缂
UTC-02864	⿰虫祝
UTC-02865	⿺鬼页
UTC-02866	⿰舟带
UTC-02867	⿰辛画
UTC-02868	⿰糹超
UTC-02869	⿰日闌
UTC-02870	⿰𧾷某
UTC-02871	⿰米𬜯
UTC-02872	⿰木稣
UTC-02874	⿰歹賴
UTC-02875	⿰骨奄
UTC-02877	⿰魚彎
UTC-02879	⿰黄单
UTC-02880	⿰卤最
UTC-02881	⿰讠龠
UTC-02882	⿱冖赣
UTC-02883	⿱冖贛
UTC-02884	⿰王卢
UTC-02885	⿰火动
UTC-02886	⿰木迁
UTC-02887	⿰火鱼
UTC-02888	⿰皇页
UTC-02889	⿰钅只
UTC-02890	⿰火节
UTC-02891	⿰氵迁
UTC-02892	⿰土学
UTC-02893	⿰木审
UTC-02894	⿰钅粤
UTC-02895	⿰金㝉
UTC-02897	⿱艹𪫆
UTC-02898	⿰木晴
UTC-02899	⿱艹炘
UTC-02900	⿱艹⿰火勾
UTC-02901	⿱艹炡
UTC-02902	⿰炅欠
UTC-02903	⿰火鼠
UTC-02904	⿲辛金辛
UTC-02905	⿰氵𠜥
UTC-02906	⿱人愁
UTC-02907	⿰火邵
UTC-02908	⿰岁月
UTC-02909	⿰钅表
UTC-02910	⿱菆心
UTC-02911	⿰氵岁
UTC-02912	⿰車藏
UTC-02913	⿰禾羲
UTC-02914	⿹气免
UTC-02915	⿹气云
UTC-02916	⿰扌衰
UTC-02920	⿰土畿
UTC-02921	⿱⿹勹⿱一吕夊
UTC-02926	⿺辶⿱艹𦍒
UTC-02931	⿰乛亅
UTC-02932	⿰亅𡿨
UTC-02933	⿰丿亅
UTC-02934	⿰亅丶
UTC-02936	⿰山围
UTC-02937	⿰犭贪
UTC-02938	⿰石户
UTC-02939	⿰纟廉
UTC-02940	⿰纟孟
UTC-02941	⿰虫齿
UTC-02942	⿱竹蜓
UTC-02943	⿰钅仝
UTC-02944	⿰钅恶
UTC-02945	⿰冫风
UTC-02946	⿰钅鉴
UTC-02947	⿰钅羊
UTC-02948	⿱艹腾
UTC-02949	⿰氵卤
UTC-02950	⿰钅金
UTC-02951	⿱鱼⿰鱼鱼
UTC-02952	⿰钅库
UTC-02953	⿰土免
UTC-02954	⿰马交
UTC-02955	⿰亻紂
UTC-02956	⿰石卡
UTC-02957	⿰口市
UTC-02958	⿰钅卡
UTC-02959	⿲马马马
UTC-02961	⿱⿰鏡鏡⿰鏡鏡
UTC-02962	⿰⿰丨丿日
UTC-02963	⿰川亘
UTC-02964	⿰〢又
UTC-02965	⿰〢⿱𠂉丶
UTC-02966	⿱⺍冖
UTC-02967	⿱亠⿲丿⿰丨丨丶
UTC-02968	⿰臣⿱⿱𠂉一罒
