# Copyright (c) 2014-2015 CJKVI Database
KC-06684	⿳⿴𦥑米一八
KC-06685	⿰舌甚
KC-06687	⿰舟世
KC-06688	⿰舟丘
KC-06689	⿰舟乏
KC-06690	⿰舟㝎
KC-06691	⿰舟呈
KC-06692	⿰舟𠁗
KC-06694	⿰幸艮
KC-06695	⿰𠶮艮
KC-06697	⿰奭色
KC-06698	⿱艹仝
KC-06702	⿱艹兆
KC-06704	⿱艹灸
KC-06707	⿱艹⿷匚吊
KC-06708	⿱艹訇
KC-06709	⿳艹⿷亡口日
KC-06711	⿱艹旀
KC-06712	⿱艹𡨋
KC-06713	⿱艹𦚣
KC-06714	⿱艹𠡷
KC-06715	⿱艹眠
KC-06716	⿱艹邕
KC-06717	⿱艹窅
KC-06718	⿱艹𥅌
KC-06720	⿱艹⿸虍处
KC-06721	⿳艹⿳口丷八木
KC-06722	⿱艹䧔
KC-06723	⿳艹𠚍夂
KC-06724	⿱艹𣸸
KC-06727	⿱艹詳
KC-06729	⿱艹𣻌
KC-06730	⿱艹𪷁
KC-06731	⿳艹隹冏
KC-06732	⿱艹稺
KC-06733	⿱艹賛
KC-06735	⿱艹𡚁
KC-06737	⿱艹橘
KC-06738	⿱蓻衣
KC-06739	⿸虍处
KC-06741	⿰𠦝虎
KC-06742	⿰䖒兮
KC-06744	⿰虫尸
KC-06745	⿰虫田
KC-06746	⿰䖝⿻冘丶
KC-06747	⿰虫亰
KC-06748	⿰䖝起
KC-06749	⿰虫屑
KC-06750	⿰虫鹵
KC-06751	⿰虫彗
KC-06752	⿰䖝陳
KC-06753	⿰䖝屡
KC-06754	⿰衤允
KC-06755	⿱分衣
KC-06756	⿳亠⿰亻日𧘇
KC-06757	⿱六⿳土八𧘇
KC-06761	⿰衤唐
KC-06762	⿰骨衣
KC-06763	⿱莊衣
KC-06764	⿱須衣
KC-06765	⿱覀放
KC-06766	⿰宜見
KC-06767	⿰角攵
KC-06768	⿰角欠
KC-06769	⿰角央
KC-06770	⿰角吾
KC-06772	⿰角斝
KC-06774	⿰言卞
KC-06776	⿰言𫢉
KC-06778	⿰言迄
KC-06779	⿰言尾
KC-06780	⿱炏言
KC-06783	⿰谷冘
KC-06784	⿰谷危
KC-06785	⿰豆令
KC-06786	⿰貝务
KC-06787	⿰貝旦
KC-06788	⿸貝
KC-06789	⿰貝荘
KC-06790	⿰貝𪫩
KC-06791	⿳䀠八隻
KC-06792	⿰走向
KC-06793	⿰走促
KC-06795	⿱足
KC-06796	⿰𧾷正
KC-06797	⿰𧾷左
KC-06799	⿰𧾷学
KC-06800	⿰屋足
KC-06801	⿰𧾷禺
KC-06802	⿰𧾷貞
KC-06804	⿱軗足
KC-06805	⿰𧾷蔑
KC-06806	⿰𧾷霍
KC-06807	⿱蔽足
KC-06808	⿰𧾷親
KC-06809	⿱加車
KC-06810	⿰車長
KC-06812	⿰車集
KC-06813	⿰車過
KC-06815	⿰車墨
KC-06816	⿺辶⿰一人
KC-06817	⿺辶⿱攵未
KC-06818	⿺辶⿱大冋
KC-06819	⿺辶尙
KC-06820	⿺辶
KC-06821	⿺辶⿱由日
KC-06822	⿺辶泉
KC-06823	⿺辶曺
KC-06825	⿺辶頃
KC-06826	⿺辶䇥
KC-06827	⿺辶蒙
KC-06828	⿰再阝
KC-06829	⿰東阝
KC-06830	⿰畗阝
KC-06831	⿰寓阝
KC-06832	⿰㐮阝
KC-06833	⿰⿱旬胡阝
KC-06835	⿰酉夭
KC-06836	⿰酉⿱一坐
KC-06837	⿰酋咸
KC-06838	⿰酉粲
KC-06839	⿰酉翠
KC-06840	⿱⿰釆占灬
KC-06841	⿱伊里
KC-06842	⿱咿哩
KC-06843	⿱⿰医攵厘
KC-06844	⿱殹厘
KC-06845	⿱霜里
KC-06847	⿰金劦
KC-06848	⿰金伊
KC-06849	⿰金汲
KC-06851	⿰金⿸广主
KC-06852	⿰金放
KC-06853	⿱牧金
KC-06854	⿰金𬥎
KC-06855	⿰金哉
KC-06856	⿱珍金
KC-06857	⿰金𣢟
KC-06858	⿰金備
KC-06859	⿰金⿱老可
KC-06860	⿱⿰步攵金
KC-06861	⿰金揖
KC-06862	⿱兟金
KC-06863	⿰金寘
KC-06866	⿰金䈁
KC-06867	⿰金𧵚
KC-06870	⿱⿲糸木糸金
KC-06871	⿰金謇
KC-06874	⿵門滔
KC-06875	⿵門奧
KC-06876	⿰阝切
KC-06877	⿰阝㐫
KC-06880	⿰阝匿
KC-06881	⿰阝晋
KC-06882	⿰阝雲
KC-06884	⿰阝蜀
KC-06885	⿰阝獻
KC-06886	⿳雨二口
KC-06887	⿱雨目
KC-06888	⿳雨人目
KC-06889	⿱雨宝
KC-06890	⿱雨浱
KC-06891	⿱雨涏
KC-06892	⿱雨庭
KC-06893	⿱雨渂
KC-06896	⿱雨渙
KC-06897	⿱雨滉
KC-06898	⿱雨溓
KC-06899	⿱雨𬈥
KC-06900	⿱雨𣻌
KC-06901	⿱雨潢
KC-06905	⿱雨瀧
KC-06906	⿰是面
KC-06907	⿰革般
KC-06908	⿰革𠶮
KC-06910	⿰音隻
KC-06912	⿰⿱米几頁
KC-06913	⿰⿱𡗜夕頁
KC-06914	⿰籴頁
KC-06915	⿰⿱且巛頁
KC-06916	⿰與頁
KC-06917	⿰篇頁
KC-06918	⿰賣頁
KC-06919	⿰飠⿱豆八
KC-06921	⿱衎食
KC-06922	⿰飠⿱句灬
KC-06923	⿰飠便
KC-06924	⿰飠𡨼
KC-06926	⿰飠畺
KC-06927	⿰飠⿳白田大
KC-06928	⿰飠厲
KC-06929	⿰首丈
KC-06930	⿰香來
KC-06931	⿰香彧
KC-06932	⿰香勗
KC-06934	⿹廾
KC-06935	⿰馬取
KC-06936	⿰馬⿱𡗜手
KC-06938	⿰馬⿳亡罒⿰月几
KC-06942	⿱髟老
KC-06943	⿱髟閑
KC-06947	⿰魚復
KC-06950	⿰鳥兀
KC-06951	⿰因鳥
KC-06952	⿰混鳥
KC-06953	⿸鹿口
KC-06954	⿸鹿鬼
KC-06956	⿸麻沙
KC-06957	⿱麽藥
KC-06958	⿰主黄
KC-06959	⿰日黒
KC-06962	⿱⿰里米灬
KC-06963	⿱⿰里向灬
KC-06964	⿱鼎才
KC-06965	⿱北皷
KC-06967	⿺鼠且
KC-06968	⿰齒石
KC-06969	⿱囱
KC-06970	⿱束乙
KC-06973	⿰亻走
KC-06974	⿰俼攵
KC-06975	⿰亻察
KC-06976	⿱刁⿰刁刁
KC-06977	⿱合刀
KC-06978	⿰𫠤力
KC-06979	⿰茀刂
KC-06980	⿰庸刂
KC-06981	⿰碭刂
KC-06983	⿰𠦝包
KC-06984	⿱史𠃍
KC-06985	⿱丯口
KC-06986	⿰口氷
KC-06987	⿰口期
KC-06988	⿴囗咠
KC-06989	⿰土沃
KC-06990	⿰土甸
KC-06991	⿱明土
KC-06992	⿰土盖
KC-06993	⿱範土
KC-06994	⿱滕土
KC-06995	⿰土穆
KC-06996	⿰夋牟
KC-06997	⿰夋夋
KC-07000	⿰女憂
KC-07001	⿱宀嬰
KC-07003	⿱宀老
KC-07004	⿳宀心冓
KC-07006	⿺尺赤
KC-07007	⿺是尺
KC-07008	⿰山止
KC-07010	⿱山巿
KC-07011	⿰山光
KC-07012	⿰山乕
KC-07013	⿱山傅
KC-07014	⿱山喜
KC-07015	⿰山獄
KC-07016	⿰山遷
KC-07017	⿰山燕
KC-07018	⿸广夭
KC-07019	⿸厂草
KC-07020	⿰犭系
KC-07021	⿰彳敞
KC-07022	⿰忄㐲
KC-07025	⿰忄進
KC-07027	⿰善戈
KC-07028	⿸戶𠃌
KC-07031	⿱投𠃍
KC-07033	⿱⿰牙攵正
KC-07034	⿱於人
KC-07036	⿰日⿱彡几
KC-07037	⿰日鳥
KC-07038	⿰日顥
KC-07039	⿰月⿹戈工
KC-07040	⿰月⿹戈𠮛
KC-07041	⿰月⿹戈弓
KC-07044	⿰木名
KC-07047	⿰木䂓
KC-07048	⿰木鳴
KC-07049	⿰木範
KC-07050	⿱⿰矢萑木
KC-07054	⿰氵𡕙
KC-07055	⿰氵琮
KC-07056	⿰氵悳
KC-07057	⿰氵𫁒
KC-07058	⿰氵⿱比奎
KC-07061	⿱宀災
KC-07064	⿰火衍
KC-07065	⿰火𪰑
KC-07066	⿰火⿱⿰己己火
KC-07067	⿱⿰臣⿱𠂉二火
KC-07069	⿰牛血
KC-07070	⿱牧牛
KC-07072	⿰犭罷
KC-07073	⿰王仁
KC-07074	⿰王夅
KC-07075	⿰王釆
KC-07076	⿰王芳
KC-07077	⿰王虐
KC-07079	⿰王閔
KC-07080	⿺瓦吉
KC-07081	⿰田義
KC-07082	⿻十𤳳
KC-07083	⿸疒辰
KC-07084	⿱目井
KC-07085	⿰目訇
KC-07086	⿰石芮
KC-07087	⿰禾般
KC-07088	⿰禾基
KC-07089	⿰禾豪
KC-07092	⿱穴⿰丬娄
KC-07094	⿰立俞
KC-07095	⿰立翌
KC-07096	⿱竹弇
KC-07097	⿱竹珍
KC-07098	⿱竹皷
KC-07099	⿱竹盤
KC-07100	⿱竹鞫
KC-07101	⿱竹鐸
KC-07102	⿺米日
KC-07103	⿰米⿱䒑合
KC-07104	⿰糸政
KC-07105	⿰糸㝚
KC-07107	⿰糸逑
KC-07110	⿰糸営
KC-07111	⿰糸絛
KC-07112	⿰糸遷
KC-07113	⿰糸闌
KC-07114	⿱罒㐱
KC-07115	⿱羽鬲
KC-07119	⿰老味
KC-07121	⿰月䴡
KC-07122	⿰月⿳亠罒衣
KC-07124	⿰舌司
KC-07125	⿱艹⿸广千
KC-07126	⿱艹挺
KC-07127	⿱艹猖
KC-07128	⿱艹稅
KC-07130	⿱艹滲
KC-07131	⿱⿳艹𡭕用虫
KC-07132	⿳厸田䖵
KC-07134	⿰衤甾
KC-07136	⿱知衣
KC-07138	⿰衤胷
KC-07139	⿳亠𦛱𧘇
KC-07141	⿰衤睿
KC-07142	⿰衤遷
KC-07143	⿰角茟
KC-07144	⿰言疋
KC-07145	⿰言産
KC-07146	⿰谷宏
KC-07149	⿰貝壹
KC-07150	⿰夫賛
KC-07151	⿰車舌
KC-07152	⿱近𠃍
KC-07154	⿰酉重
KC-07156	⿰金兎
KC-07158	⿰金林
KC-07159	⿰鏌刂
KC-07160	⿰金簛
KC-07162	⿰金䫫
KC-07163	⿵門央
KC-07164	⿵門集
KC-07165	⿰阝乇
KC-07167	⿰阝免
KC-07168	⿰阝⿻黾⿰丿丿
KC-07169	⿰阝棘
KC-07170	⿰爱雲
KC-07172	⿰革离
KC-07173	⿰革⿱品亐
KC-07174	⿰飠塩
KC-07175	⿰香夅
KC-07176	⿰馬旡
KC-07177	⿰馬英
KC-07178	⿰髟當
KC-07179	⿰髟霍
KC-07180	⿺⿱田儿委
KC-07181	⿱蒿魚
KC-07182	⿰鳥孚
KC-07183	⿰鶯皮
KC-07185	⿺麥⿱爫旧
KC-07186	⿰賣黒
KC-07187	⿱处鼓
KC-07188	⿱皷堂
KC-07189	⿱賁鼓
KC-07190	⿰齒龠
KC-07191	⿱龍合
MAC-00032	⿰火當
MAC-00033	⿱宀山
MAC-00035	⿰酉造
MAC-00036	⿰土般
MAC-00037	⿰魚耳
MAC-00038	⿰魚紫
MAC-00039	⿱竹帖
MAC-00040	⿰月柬
MAC-00041	⿲木氵亍
MAC-00042	⿰口并
MAC-00043	⿰生僉
MAC-00044	⿱羊⿺兀厶
MAC-00045	⿰亻⿱夂刀
MAC-00054	⿰氵閚
MAC-00058	⿱艹⿰禾包
MAC-00068	⿰金昇
MAC-00069	⿱竹⿰𠂤辛
MAC-00085	⿰日臺
MAC-00086	⿱從中
MAC-00123	⿰女窩
MAC-00129	⿰口还
MAC-00133	⿰口冊
USAT-00002	⿺辶⿵門𦍒
USAT-00005	⿰丬夫
USAT-00007	⿰月㪚
USAT-00009	⿰月⿸广帇
USAT-00010	⿰月逄
USAT-00011	⿰臬邑
USAT-00015	⿺走廣
USAT-00016	⿰公且
USAT-00017	⿰方屈
USAT-00019	⿰骨㫖
USAT-00020	⿱𣿕土
USAT-00021	⿹勹井
USAT-00022	⿰彳⿱日反
USAT-00023	⿺辶⿱日反
USAT-00024	⿱日反
USAT-00025	⿰⿸虍几
USAT-00026	⿰丶⿸广⿰丶丶
USAT-00027	⿺⿱干又丿
USAT-00028	⿰木枝
USAT-00029	⿱日
USAT-00030	⿰乡又
USAT-00031	⿴囗咸
USAT-00032	⿴囗去
USAT-00033	⿸厂𢽵
USAT-00035	⿱玨空
USAT-00036	⿱⿰牙攴⿸厂毛
USAT-00038	⿰土𪠆
USAT-00039	⿰木⿱内比
USAT-00041	⿰忄鷒
USAT-00042	⿰勞鳥
USAT-00043	⿺瓦虫
USAT-00044	⿰虫⿺辶
USAT-00046	⿰口⿳艹一坐
USAT-00047	⿱艹𠇊
USAT-00048	⿱髟斗
USAT-00049	⿱竹⿰禾㽞
USAT-00050	⿰⿱上𠃊頁
USAT-00054	⿱制木
USAT-00056	⿰⿱亡土頁
USAT-00060	⿰⿳十罒⑥支
USAT-00062	⿰𥎩⿱𠆢米
USAT-00063	⿰口芋
USAT-00064	⿰米⿱品𠇍
USAT-00065	⿰扌𡱝
USAT-00066	⿰女羙
USAT-00067	⿰⿱与小式
USAT-00068	⿰⿱与小⿵戊人
USAT-00069	⿸疒⿱猒土
USAT-00070	⿱宀角
USAT-00071	⿺元夕
USAT-00072	⿺瓜犮
USAT-00073	⿰車處
USAT-00074	⿰扌罔
USAT-00075	⿸疒⿹㇉
USAT-00076	⿳𥬥大言
USAT-00078	⿱竹宦
USAT-00079	⿰耳枼
USAT-00082	⿰阝善
USAT-00083	⿱敝雨
USAT-00084	⿱⿱一厸土
USAT-00085	⿰𪠲刂
USAT-00086	⿱豁土
USAT-00091	⿰扌昴
USAT-00092	⿹戈角
USAT-00093	⿰扌乘
USAT-00094	⿰王處
USAT-00095	⿰亻⿱覀令
USAT-00097	⿰責
USAT-00098	⿰土⿱田
USAT-00099	⿰𤴔皮
USAT-00100	⿰百升
USAT-00102	⿰⿱止豆頁
USAT-00103	⿰⿱一⿱吅隹亐
USAT-00105	⿰玄阝
USAT-00106	⿰血瓜
USAT-00107	⿰齒𦓔
USAT-00108	⿰亶見
USAT-00109	⿰亻國
USAT-00110	⿰禾𠬶
USAT-00111	⿱⿲木幺木⿱大邑
USAT-00113	⿳艹⿷亡口月
USAT-00114	⿰虫⿱⿱冖黽
USAT-00116	⿱般甘
USAT-00119	⿱昭木
USAT-00120	⿱弘言
USAT-00121	⿱𠀐女
USAT-00122	⿱艸⿱一⿱从⿱𠀎𧘇
USAT-00123	⿸鹿美
USAT-00124	⿰王電
USAT-00125	⿰木苐
USAT-00126	⿱非石
USAT-00127	⿱巳女
USAT-00128	⿸广⿱比言
USAT-00130	⿱山⿰支力
USAT-00132	⿹⺄工
USAT-00133	⿰巾尃
USAT-00134	⿸尸𫹏
USAT-00137	⿱亡枼
USAT-00140	⿰口菴
USAT-00143	⿰皮夋
USAT-00150	⿰旨甫
USAT-00151	⿰氵⿰⿱山歹攵
USAT-00152	⿲扌歹盾
USAT-00153	⿱少貝
USAT-00154	⿺辶㫿
USAT-00155	⿰口漠
USAT-00156	⿰示盖
USAT-00158	⿰禾升
USAT-00159	⿰口⿱敄力
USAT-00162	⿸疒舞
USAT-00163	⿰口⿰扌⿱日工
USAT-00164	⿰月
USAT-00165	⿰口怒
USAT-00166	⿰扌⿱⿻𡗗丷手
USAT-00167	⿱艹䑓
USAT-00168	⿰身曵
USAT-00170	⿸疒雉
USAT-00171	⿱艹湅
USAT-00172	⿱丷⿸厂⿰咠皮
USAT-00174	⿰日⿱𠂉日
USAT-00175	⿰糸蜜
USAT-00176	⿰王巨
USAT-00178	⿰歹⿳𠂉中⿹𠃌一
USAT-00179	⿱竹門
USAT-00181	⿱荅𠕁
USAT-00184	⿰彡阝
USAT-00185	⿰镸票
USAT-00191	⿰忄㔫
USAT-00192	⿰口頳
USAT-00193	⿰氵抳
USAT-00194	⿰口鄔
USAT-00195	⿱自𠇊
USAT-00197	⿱里⿱口𠀁
USAT-00198	⿱里𠮲
USAT-00199	⿱艹豪
USAT-00201	⿰口𧫦
USAT-00202	⿱𢬇衣
USAT-00213	⿰氵宅
USAT-00228	⿰⿱羽角毛
USAT-00231	⿱死皿
USAT-00235	⿰丩刄
USAT-00239	⿰白左
USAT-00243	⿰虫弓
USAT-00244	⿰車更
USAT-00245	⿱艹縳
USAT-00246	⿱艹⿱死⿱口䒑
USAT-00247	⿱呵衣
USAT-00248	⿱敬巾
USAT-00249	⿰犭嶌
USAT-00250	⿰火⿱㐫貝
USAT-00251	⿰日云
USAT-00252	⿱宀鬼
USAT-00253	⿰氵幽
USAT-00254	⿰示希
USAT-00259	⿰柰頁
USAT-00262	⿵門㕓
USAT-00263	⿰⿱尸目阝
USAT-00265	⿰扌⿱大𠮽
USAT-00269	⿱叐皿
USAT-00271	⿰自爵
USAT-00274	⿵門厘
USAT-00277	⿰目𣷚
USAT-00278	⿰𢍉阝
USAT-00279	⿱䜌足
USAT-00281	⿱止条
USAT-00282	⿵門⿱日
USAT-00283	⿰古朋
USAT-00284	⿱㓁㼌
USAT-00286	⿰貝冐
USAT-00287	⿱口乇
USAT-00288	⿰⿱止石圣
USAT-00289	⿰曷舌
USAT-00291	⿱⿰牙攵女
USAT-00293	⿱夘灬
USAT-00294	⿱艹⿳亠儿
USAT-00295	⿰𧈧刂
USAT-00296	⿱⿰⿱医殳木
USAT-00297	⿰𦓔⿱少⿱𠂊兄
USAT-00298	⿰𠂤貴
USAT-00299	⿰林犬
USAT-00300	⿰馬弇
USAT-00302	⿱⿺𠃊凵日
USAT-00303	⿰忄⿱白𠀁
USAT-00305	⿰害空
USAT-00308	⿺辶⿱丷万
USAT-00309	⿰寧委
USAT-00310	⿰氵𦝃
USAT-00311	⿱箭衣
USAT-00315	⿰亻⿱术一
USAT-00317	⿰皇皇
USAT-00318	⿰石⿱⿰丙丙木
USAT-00319	⿱敃虫
USAT-00320	⿱宀⿰丿⿹𢦏非
USAT-00321	⿱艹縛
USAT-00322	⿰山履
USAT-00323	⿰氵枲
USAT-00324	⿰骨夜
USAT-00325	⿺尾衣
USAT-00326	⿱穴沫
USAT-00327	⿰弓亶
USAT-00328	⿰歹爾
USAT-00330	⿰口嚲
USAT-00331	⿰扌志
USAT-00333	⿰飠賞
USAT-00334	⿰尼爰
USAT-00336	⿰虫薄
USAT-00337	⿰虫食
USAT-00339	⿰慕胃
USAT-00340	⿰𧾷⿻垂一
USAT-00342	⿰莫肙
USAT-00343	⿰白⿱一曳
USAT-00344	⿰冥以
USAT-00345	⿰告掌
USAT-00346	⿺尾各
USAT-00347	⿰方甘
USAT-00348	⿰亻鴫
USAT-00349	⿰糸逸
USAT-00350	⿰弟肙
USAT-00352	⿰金處
USAT-00354	⿺克羽
USAT-00355	⿹戈㫖
USAT-00356	⿰忄弍
USAT-00357	⿰火蘆
USAT-00358	⿱地寸
USAT-00360	⿰𧾷⿱加寸
USAT-00361	⿰亻⿱加寸
USAT-00363	⿰忄商
USAT-00364	⿱艹棗
USAT-00366	⿱百丄
USAT-00368	⿱𠂉衣
USAT-00369	⿰月厭
USAT-00370	⿰扌毘
USAT-00371	⿰酉爰
USAT-00374	⿰居僉
USAT-00375	⿰吉常
USAT-00376	⿰忄𤋮
USAT-00377	⿰忄帋
USAT-00378	⿸尸⿱䀠鬼
USAT-00379	⿸尸鬼
USAT-00380	⿺見⑨
USAT-00381	⿰王峉
USAT-00382	⿱玨女
USAT-00384	⿱竹煮
USAT-00385	⿰木電
USAT-00387	⿰目庚
USAT-00388	⿱竹健
USAT-00389	⿰扌䖝
USAT-00390	⿱匕火
USAT-00391	⿰镸兊
USAT-00393	⿰阝童
USAT-00394	⿰衤民
USAT-00395	⿱竹渚
USAT-00396	⿰女⿳艹冖豕
USAT-00399	⿰車⿱𡗗田
USAT-00402	⿰土𫥞
USAT-00403	⿰⿻一止伐
USAT-00404	⿰亻䳆
USAT-00405	⿺鬼應
USAT-00406	⿺鬼栗
USAT-00407	⿱艹匂
USAT-00408	⿱髟非
USAT-00410	⿱艹𨓿
USAT-00411	⿲辛歹辛
USAT-00412	⿰扌座
USAT-00414	⿱艹⿱冖𢔀
USAT-00415	⿳艹宀戈
USAT-00416	⿰云月
USAT-00418	⿰口蕫
USAT-00419	⿰口𥛓
USAT-00420	⿰口欲
USAT-00421	⿰木⿱⿰丙丙木
USAT-00422	⿰口頴
USAT-00423	⿰石⿱丽木
USAT-00426	⿰口⿱日巾
USAT-00428	⿰歹宅
USAT-00429	⿰𧾷含
USAT-00430	⿰索鳥
USAT-00432	⿱圓⿰阝⿰⿱禾木刂
USAT-00433	⿰⿱口䀠⿱𢩭厶
USAT-00434	⿱厶⿰夕厸
USAT-00438	⿰高犮
USAT-00441	⿰帝爾
USAT-00445	⿰口苾
USAT-00446	⿱戈
USAT-00447	⿰口罪
USAT-00448	⿰口穎
USAT-00449	⿰口⿱利手
USAT-00450	⿰亻日
USAT-00451	⿱央几
USAT-00452	⿱艹巷
USAT-00453	⿰亻⿱宀卓
USAT-00454	⿺見取
USAT-00455	⿱⿰吅吅⿰阝⿱賏𢩭
USAT-00456	⿰車爾
USAT-00460	⿰言愛
USAT-00461	⿰扌娑
USAT-00463	⿰犭夜
USAT-00464	⿰弓㞵
USAT-00465	⿰忄墨
USAT-00466	⿱艹⿰爾⿱丿犮
USAT-00467	⿰忄迴
USAT-00469	⿰女雽
USAT-00470	⿰目攵
USAT-00471	⿰目⿱自
USAT-00472	⿱冖卓
USAT-00474	⿰金⿳丷⑧灬
USAT-00475	⿱艹竦
USAT-00476	⿰目奏
USAT-00477	⿺麥炎
USAT-00478	⿺辶⿰豸攵
USAT-00479	⿸厂煩
USAT-00481	⿰炎且
USAT-00483	⿵門光
USAT-00484	⿱竹回
USAT-00485	⿰忄𦱋
USAT-00486	⿰貝民
USAT-00487	⿱苗⿳一田灬
USAT-00488	⿱斫石
USAT-00601	⿰車⿳一口冏
USAT-00602	⿰𠨣阝
USAT-00607	⿰王臼
USAT-00608	⿰土廊
USAT-00609	⿰𦣻殳
USAT-00610	⿰文頁
USAT-00611	⿰米尤
USAT-00612	⿱艹逶
USAT-00613	⿰口雲
USAT-00614	⿰口𡌓
USAT-00615	⿰畢也
USAT-00616	⿱䜌舛
USAT-00617	⿰口⿸广更
USAT-00618	⿰𧾷阝
USAT-00619	⿰亻⿱⿰丙丙木
USAT-00620	⿰酉昌
USAT-00621	⿱新瓦
USAT-00622	⿱新土
USAT-00623	⿺辶𣅻
USAT-00625	⿸戶包
USAT-00627	⿰扌條
USAT-00629	⿰矢阿
USAT-00631	⿰糸阝
USAT-00632	⿰酉允
USAT-00634	⿰阝夐
USAT-00637	⿺辶擇
USAT-00638	⿰口齡
USAT-00639	⿰魔斗
USAT-00640	⿸疒含
USAT-00641	⿰酉劵
USAT-00642	⿰忄叐
USAT-00643	⿱臼口
USAT-00644	⿰亻覽
USAT-00645	⿰日覽
USAT-00647	⿰口𪘨
USAT-00648	⿱敕力
USAT-00649	⿰虫巳
USAT-00651	⿰弓遂
USAT-00653	⿰扌⿻丂⿱叹虫
USAT-00654	⿰馬欠
USAT-00658	⿰口臥
USAT-00659	⿺是氏
USAT-00660	⿺辶庾
USAT-00661	⿰口⿸尸犮
USAT-00663	⿰言黃
USAT-00664	⿰巾光
USAT-00665	⿰口沮
USAT-00666	⿰口臈
USAT-00667	⿰金⿱隹向
USAT-00668	⿰扌𠒋
USAT-00704	⿰亻波
USAT-00705	⿰口藺
USAT-00726	⿰忄第
USAT-00727	⿰女曩
USAT-00733	⿰口鵮
USAT-00744	⿰王𥟦
USAT-00745	⿰矣舍
USAT-00748	⿸疒漏
USAT-00750	⿰口例
USAT-00756	⿰巾𡪺
USAT-00760	⿰口露
USAT-00766	⿰口絡
USAT-00769	⿰亻⿸疒猒
USAT-00772	⿰口捺
USAT-00778	⿰忄⿳艹𠔿戍
USAT-00787	⿰尚頁
USAT-00789	⿰女⿱今
USAT-00793	⿰口荏
USAT-00794	⿺是乞
USAT-00798	⿰⿱⿱𠂊⿴囗夂心頁
USAT-00800	⿰言𥙊
USAT-00801	⿰衤𥝻
USAT-00802	⿰扌章
USAT-00803	⿰寧也
USAT-00805	⿰口⿰𠤕⿱𠆢米
USAT-00808	⿲氵巨巳
USAT-00811	⿰⿱止天余
USAT-00812	⿱臤云
USAT-00815	⿰歹⿹⿻𠀁口一
USAT-00818	⿰口𣵀
USAT-00820	⿰忄𠂔
USAT-00821	⿱山𫶧
USAT-00822	⿺辶𠮛
USAT-00827	⿰口𥬒
USAT-00829	⿰王宅
USAT-00831	⿰女拏
USAT-00834	⿰口誦
USAT-00837	⿰工勺
USAT-00838	⿰氵⿳艹浦寸
USAT-00839	⿰口梩
USAT-00840	⿱薩木
USAT-00844	⿰火射
USAT-00846	⿰阝炎
USAT-00849	⿰口網
USAT-00851	⿱宀布
USAT-00852	⿰日⿱且八
USAT-00853	⿰木奢
USAT-00858	⿰口⿰𠤕⿱𠆢木
USAT-00861	⿱艹𬯆
USAT-00867	⿰酉吉
USAT-00869	⿱𣏌心
USAT-00872	⿱竹梫
USAT-00873	⿰忄孚
USAT-00875	⿱徒刀
USAT-00879	⿰⿱攵里
USAT-00880	⿰口籠
USAT-00881	⿺辶⿱𠂉虫
USAT-00885	⿱艹㓨
USAT-00886	⿱訓鳥
USAT-00888	⿰日坒
USAT-00889	⿱𦵮米
USAT-00890	⿰𧾷奓
USAT-00891	⿰日栗
USAT-00893	⿰𧾷善
USAT-00895	⿰束犬
USAT-00900	⿰歹糸
USAT-00901	⿰鳥死
USAT-00902	⿺辶萎
USAT-00904	⿰交欠
USAT-00910	⿰身親
USAT-00912	⿰口舞
USAT-00914	⿰口特
USAT-00917	⿸疒隂
USAT-00918	⿰扌燕
USAT-00923	⿰禾冬
USAT-00924	⿰⿱止石谷
USAT-00928	⿰⿱止凶米
USAT-00932	⿰白乇
USAT-00935	⿰亨也
USAT-00936	⿰牟乞
USAT-00937	⿱鼓車
USAT-00939	⿰日利
USAT-00941	⿰忄覇
USAT-00942	⿰羊底
USAT-00944	⿰彳次
USAT-00945	⿱艹博
USAT-00947	⿱𠱀女
USAT-00953	⿱賏凡
USAT-00955	⿰𢓁亍
USAT-00956	⿰口犍
USAT-00957	⿱功虫
USAT-00958	⿰口纈
USAT-00960	⿵門芭
USAT-00962	⿰土否
USAT-00967	⿱抳土
USAT-00971	⿰周頁
USAT-00973	⿰氵䆥
USAT-00975	⿱艹儒
USAT-00978	⿱吅今
USAT-00981	⿰口部
USAT-00982	⿱白皿
USAT-00986	⿰申犬
USAT-00988	⿰扌𧙃
USAT-00989	⿰室刂
USAT-00991	⿰𧾷絡
USAT-00992	⿰火⿱龴田
USAT-00994	⿰𩙿⿱艹𤊅
USAT-00995	⿱招皿
USAT-00999	⿰口⿰𠤕余
USAT-01005	⿰牟咸
USAT-01007	⿱白土
USAT-01008	⿱谷又
USAT-01016	⿰口覩
USAT-01017	⿰口異
USAT-01018	⿰示𬛸
USAT-01021	⿰糸窓
USAT-01023	⿰扌名
USAT-01029	⿰彳去
USAT-01036	⿰口⿱品亐
USAT-01042	⿰口姪
USAT-01043	⿰木⿱弟木
USAT-01047	⿰孛太
USAT-01051	⿰口𠇍
USAT-01056	⿰亻劫
USAT-01057	⿰魚賛
USAT-01060	⿱西卑
USAT-01065	⿱丿
USAT-01066	⿰扌築
USAT-01068	⿰王㴝
USAT-01069	⿰亭野
USAT-01073	⿱艹隣
USAT-01074	⿳⿴𦥑同冖至
USAT-01075	⿰阝軍
USAT-01076	⿱艹㭪
USAT-01077	⿰口絰
